IDs	size (bp)	RNA-seq	Genome
PgCP_00001041	3776	3776	0
PgCP_00001042	4139	4139	0
PgCP_00001037	574	574	0
PgCP_00001038	1018	1018	0
PgCP_00001043	1517	1517	0
PgCP_00001044	1527	1527	0
PgCP_00001045	1310	1310	0
PgCP_00001046	1320	1320	0
PgCP_00001048	1520	1520	0
PgCP_00001049	1534	1534	0
PgCP_00001075	2711	2711	0
PgCP_00001076	2335	2335	0
PgCP_00001077	1187	1187	0
PgCP_00001078	1875	1875	0
PgCP_00001079	1884	1884	0
PgCP_00001101	2121	2121	0
PgCP_00001102	2322	2322	0
PgCP_00001080	2090	2090	0
PgCP_00001103	1087	1087	0
PgCP_00001050	2340	2340	0
PgCP_00001051	2336	2336	0
PgCP_00001081	943	943	0
PgCP_00001053	1874	1874	0
PgCP_00001082	1296	1296	0
PgCP_00001083	2030	2030	0
PgCP_00001084	752	752	0
PgCP_00001085	2243	2243	0
PgCP_00001086	2024	2024	0
PgCP_00001105	1205	1205	0
PgCP_00001054	1991	1991	0
PgCP_00001055	2946	2946	0
PgCP_00001093	2245	2245	0
PgCP_00001094	2934	2934	0
PgCP_00001095	2700	2700	0
PgCP_00001096	2635	2635	0
PgCP_00001056	2207	2207	0
PgCP_00001057	533	533	0
PgCP_00001058	2677	2677	0
PgCP_00001059	1414	1414	0
PgCP_00001108	2552	2552	0
PgCP_00001098	1694	1694	0
PgCP_00001109	3279	3279	0
PgCP_00001099	800	800	0
PgCP_00001060	2446	2446	0
PgCP_00001061	2507	2507	0
PgCP_00001110	682	682	0
PgCP_00001062	4656	4656	0
PgCP_00001063	4136	4136	0
PgCP_00001064	3892	3892	0
PgCP_00001065	1433	1433	0
PgCP_00001066	1886	1886	0
PgCP_00001067	2516	2516	0
PgCP_00001068	2173	2173	0
PgCP_00001069	2790	2790	0
PgCP_00001070	2192	2192	0
PgCP_00001071	932	932	0
PgCP_00001072	1339	1339	0
PgCP_00001073	1573	1573	0
PgCP_00001074	1673	1673	0
PgCP_00001114	2351	2351	0
PgCP_00001112	743	743	0
PgCP_00001113	881	881	0
PgCP_00001111	2544	2544	0
PgCP_00001115	2123	2123	0
PgCP_00001124	1766	1766	0
PgCP_00001125	900	900	0
PgCP_00001116	2993	2993	0
PgCP_00001117	2964	2964	0
PgCP_00001118	1602	1602	0
PgCP_00001119	834	834	0
PgCP_00001120	930	930	0
PgCP_00001126	3823	3823	0
PgCP_00001121	2532	2532	0
PgCP_00001128	2663	2663	0
PgCP_00001130	833	833	0
PgCP_00001131	1349	1349	0
PgCP_00001132	2248	2247	0
PgCP_00001133	1857	1856	0
PgCP_00001153	2300	2299	0
PgCP_00001148	1431	1431	0
PgCP_00001137	1879	1879	0
PgCP_00001138	1712	1712	0
PgCP_00001139	1606	1606	0
PgCP_00001154	1604	1604	0
PgCP_00001140	1198	1198	0
PgCP_00001141	1546	1546	0
PgCP_00001142	2144	2144	0
PgCP_00001143	1711	1711	0
PgCP_00001144	1879	1879	0
PgCP_00001145	2079	2079	0
PgCP_00001146	1943	1943	0
PgCP_00001150	554	554	0
PgCP_00001151	1749	1749	0
PgCP_00001152	2724	2724	0
PgCP_00001157	772	772	0
PgCP_00001158	2060	2060	0
PgCP_00001164	931	931	0
PgCP_00001161	5857	5857	0
PgCP_00001162	6233	6233	0
PgCP_00001165	1598	1598	0
PgCP_00001163	1371	1371	0
PgCP_00001167	4164	4164	0
PgCP_00001168	4469	4469	0
PgCP_00001169	4645	4645	0
PgCP_00001180	1828	1828	0
PgCP_00001170	2554	2554	0
PgCP_00001181	982	982	0
PgCP_00001182	1688	1688	0
PgCP_00001171	1787	1787	0
PgCP_00001172	1790	1790	0
PgCP_00001184	1913	1913	0
PgCP_00001173	666	666	0
PgCP_00001174	1354	1354	0
PgCP_00001197	1593	1593	0
PgCP_00001204	3574	3574	0
PgCP_00001205	4321	4321	0
PgCP_00001206	3250	3250	0
PgCP_00001207	3828	3828	0
PgCP_00001208	2008	2008	0
PgCP_00001209	2323	2323	0
PgCP_00001210	2755	2755	0
PgCP_00001211	1940	1940	0
PgCP_00001212	3163	3163	0
PgCP_00001213	4621	4621	0
PgCP_00001214	2849	2849	0
PgCP_00001215	2012	2012	0
PgCP_00001216	2114	2114	0
PgCP_00001217	5252	5252	0
PgCP_00001218	4569	4569	0
PgCP_00001198	2189	2189	0
PgCP_00001199	2283	2283	0
PgCP_00001200	2321	2321	0
PgCP_00001201	2426	2426	0
PgCP_00001202	2283	2283	0
PgCP_00001219	2499	2499	0
PgCP_00001220	5331	5331	0
PgCP_00001221	2805	2805	0
PgCP_00001222	2956	2956	0
PgCP_00001223	4179	4179	0
PgCP_00001224	4245	4245	0
PgCP_00001242	1013	1013	0
PgCP_00001243	3531	3531	0
PgCP_00001230	1848	1848	0
PgCP_00001231	1551	1551	0
PgCP_00001232	1575	1575	0
PgCP_00001225	2645	2645	0
PgCP_00001227	1051	1051	0
PgCP_00001228	1645	1645	0
PgCP_00001229	1574	1574	0
PgCP_00001233	1645	1645	0
PgCP_00001234	1687	1687	0
PgCP_00001235	1459	1459	0
PgCP_00001236	1716	1716	0
PgCP_00001237	1738	1738	0
PgCP_00001238	1546	1546	0
PgCP_00001239	2398	2398	0
PgCP_00001240	2419	2419	0
PgCP_00001241	2456	2456	0
PgCP_00001247	2110	2110	0
PgCP_00001261	1206	1206	0
PgCP_00001257	1081	1081	0
PgCP_00001248	4775	4775	0
PgCP_00001249	4591	4591	0
PgCP_00001250	4599	4599	0
PgCP_00001251	4832	4832	0
PgCP_00001252	4774	4774	0
PgCP_00001253	4840	4840	0
PgCP_00001254	1117	1117	0
PgCP_00001262	1333	1333	0
PgCP_00001263	743	743	0
PgCP_00001264	994	994	0
PgCP_00001258	2115	2115	0
PgCP_00001259	2573	2573	0
PgCP_00001260	2281	2281	0
PgCP_00001271	976	976	0
PgCP_00001272	972	972	0
PgCP_00001265	1349	1349	0
PgCP_00001266	2192	2192	0
PgCP_00001267	2612	2612	0
PgCP_00001274	677	677	0
PgCP_00001275	2035	2035	0
PgCP_00001276	2019	2019	0
PgCP_00001277	2555	2555	0
PgCP_00001278	1408	1408	0
PgCP_00001279	2012	2012	0
PgCP_00001280	1856	1856	0
PgCP_00001281	1652	1652	0
PgCP_00001282	2132	2132	0
PgCP_00001283	2124	2124	0
PgCP_00001284	882	882	0
PgCP_00001285	919	919	0
PgCP_00001286	941	941	0
PgCP_00001305	1168	1168	0
PgCP_00001287	795	795	0
PgCP_00001288	1275	1275	0
PgCP_00001289	905	905	0
PgCP_00001294	748	748	0
PgCP_00001290	1148	1148	0
PgCP_00001291	1148	1148	0
PgCP_00001292	1148	1148	0
PgCP_00001293	1040	1040	0
PgCP_00001295	3718	3718	0
PgCP_00001296	3176	3176	0
PgCP_00001297	3274	3274	0
PgCP_00001298	2977	2977	0
PgCP_00001299	3604	3604	0
PgCP_00001300	2945	2945	0
PgCP_00001301	2824	2824	0
PgCP_00001302	3250	3250	0
PgCP_00001303	3495	3495	0
PgCP_00001304	2181	2181	0
PgCP_00001307	276	276	0
PgCP_00001310	751	751	0
PgCP_00001329	4449	4449	0
PgCP_00001330	4611	4611	0
PgCP_00001331	4446	4446	0
PgCP_00001332	4682	4682	0
PgCP_00001333	4847	4847	0
PgCP_00001334	1388	1388	0
PgCP_00001335	1186	1186	0
PgCP_00001336	1191	1191	0
PgCP_00001312	1718	1718	0
PgCP_00001313	1677	1677	0
PgCP_00001337	1742	1742	0
PgCP_00001338	1676	1676	0
PgCP_00001339	1704	1704	0
PgCP_00001340	1731	1731	0
PgCP_00001341	1812	1812	0
PgCP_00001342	2264	2264	0
PgCP_00001343	3037	3036	0
PgCP_00001344	2264	2264	0
PgCP_00001314	1939	1939	0
PgCP_00001315	1519	1519	0
PgCP_00001364	1674	1674	0
PgCP_00001345	1431	1431	0
PgCP_00001316	2949	2949	0
PgCP_00001317	3067	3067	0
PgCP_00001318	2928	2928	0
PgCP_00001319	2789	2789	0
PgCP_00001320	2768	2768	0
PgCP_00001321	3031	3031	0
PgCP_00001346	942	942	0
PgCP_00001322	689	689	0
PgCP_00001323	602	602	0
PgCP_00001324	1125	1125	0
PgCP_00001325	1016	1016	0
PgCP_00001354	1580	1580	0
PgCP_00001355	1942	1942	0
PgCP_00001356	2530	2530	0
PgCP_00001357	2866	2866	0
PgCP_00001358	865	865	0
PgCP_00001359	893	893	0
PgCP_00001360	2008	2008	0
PgCP_00001361	2337	2337	0
PgCP_00001362	2298	2298	0
PgCP_00001326	991	991	0
PgCP_00001363	690	690	0
PgCP_00001327	438	438	0
PgCP_00001328	485	485	0
PgCP_00001375	2346	2346	0
PgCP_00001376	2872	2872	0
PgCP_00001368	4215	4215	0
PgCP_00001369	4133	4133	0
PgCP_00001370	4439	4439	0
PgCP_00001371	4191	4191	0
PgCP_00001372	4178	4178	0
PgCP_00001373	2034	2034	0
PgCP_00001374	742	742	0
PgCP_00001392	1507	1507	0
PgCP_00001393	904	904	0
PgCP_00001384	2030	2030	0
PgCP_00001394	799	799	0
PgCP_00001396	1302	1302	0
PgCP_00001397	991	991	0
PgCP_00001398	1801	1801	0
PgCP_00001399	2047	2047	0
PgCP_00001401	2787	2787	0
PgCP_00001405	4171	4171	0
PgCP_00001406	3145	3145	0
PgCP_00001407	3294	3294	0
PgCP_00001408	4433	4433	0
PgCP_00001409	3292	3292	0
PgCP_00001410	4382	4382	0
PgCP_00001411	1885	1885	0
PgCP_00001412	1920	1920	0
PgCP_00001413	3147	3147	0
PgCP_00001414	2081	2081	0
PgCP_00001416	2708	2708	0
PgCP_00001417	1273	1273	0
PgCP_00001418	1381	1381	0
PgCP_00001419	1430	1430	0
PgCP_00001420	2763	2763	0
PgCP_00001421	1452	1452	0
PgCP_00001427	1522	1522	0
PgCP_00001426	1042	1042	0
PgCP_00001425	535	535	0
PgCP_00001431	1560	1560	0
PgCP_00001432	4676	4676	0
PgCP_00001433	2739	2739	0
PgCP_00001434	2897	2897	0
PgCP_00001435	2906	2906	0
PgCP_00001437	1132	1132	0
PgCP_00001438	3198	3198	0
PgCP_00001439	3220	3220	0
PgCP_00001440	1115	1115	0
PgCP_00001442	1523	1523	0
PgCP_00001445	1269	1269	0
PgCP_00001446	1328	1328	0
PgCP_00001447	1292	1292	0
PgCP_00001448	2478	2478	0
PgCP_00001449	2526	2526	0
PgCP_00001454	1963	1963	0
PgCP_00001455	1960	1960	0
PgCP_00001456	1342	1342	0
PgCP_00001457	1434	1434	0
PgCP_00001458	2278	2278	0
PgCP_00001459	1357	1357	0
PgCP_00001460	2149	2149	0
PgCP_00001461	2151	2151	0
PgCP_00001467	1747	1747	0
PgCP_00001468	1750	1750	0
PgCP_00001462	1793	1793	0
PgCP_00001463	1785	1785	0
PgCP_00001464	1664	1664	0
PgCP_00001465	1769	1769	0
PgCP_00001470	2785	2785	0
PgCP_00001475	926	926	0
PgCP_00001476	1032	1032	0
PgCP_00001478	1223	1223	0
PgCP_00001479	5285	5285	0
PgCP_00001480	4968	4968	0
PgCP_00001481	5059	5059	0
PgCP_00001482	5009	5009	0
PgCP_00001483	5837	5837	0
PgCP_00001484	5246	5246	0
PgCP_00001485	5016	5016	0
PgCP_00001486	2259	2259	0
PgCP_00001487	2515	2515	0
PgCP_00001488	2509	2509	0
PgCP_00001489	1209	1209	0
PgCP_00001490	1916	1916	0
PgCP_00001491	1127	1127	0
PgCP_00001492	1620	1620	0
PgCP_00001493	1668	1668	0
PgCP_00001498	2400	2400	0
PgCP_00001500	3990	3990	0
PgCP_00001499	1560	1560	0
PgCP_00001494	3065	3065	0
PgCP_00001495	3557	3557	0
PgCP_00001496	3131	3131	0
PgCP_00001497	3427	3427	0
PgCP_00001504	2184	2184	0
PgCP_00001505	2432	2432	0
PgCP_00001503	1118	1118	0
PgCP_00001523	1707	1707	0
PgCP_00001506	4014	4014	0
PgCP_00001507	3098	3098	0
PgCP_00001508	3620	3620	0
PgCP_00001509	4912	4912	0
PgCP_00001510	3622	3622	0
PgCP_00001511	2015	2015	0
PgCP_00001512	3044	3044	0
PgCP_00001513	3913	3913	0
PgCP_00001514	1777	1777	0
PgCP_00001515	1669	1669	0
PgCP_00001516	5788	5787	0
PgCP_00001517	5925	5924	0
PgCP_00001518	5807	5806	0
PgCP_00001519	5801	5800	0
PgCP_00001520	5809	5808	0
PgCP_00001521	5796	5795	0
PgCP_00001522	5929	5928	0
PgCP_00001526	1954	1954	0
PgCP_00001527	2549	2549	0
PgCP_00001528	2286	2286	0
PgCP_00001529	2217	2217	0
PgCP_00001530	2195	2195	0
PgCP_00001531	3983	3983	0
PgCP_00001534	2309	2309	0
PgCP_00001536	2218	2218	0
PgCP_00001535	458	458	0
PgCP_00001533	475	475	0
PgCP_00001545	1509	1509	0
PgCP_00001552	5202	5202	0
PgCP_00001553	2196	2196	0
PgCP_00001566	1888	1888	0
PgCP_00001555	2386	2386	0
PgCP_00001556	2546	2546	0
PgCP_00001557	2859	2859	0
PgCP_00001558	2344	2344	0
PgCP_00001559	2396	2396	0
PgCP_00001560	3104	3104	0
PgCP_00001561	3113	3113	0
PgCP_00001562	4069	4069	0
PgCP_00001563	4183	4183	0
PgCP_00001564	4131	4131	0
PgCP_00001565	4167	4167	0
PgCP_00001567	4822	4822	0
PgCP_00001568	1205	1205	0
PgCP_00001569	3624	3624	0
PgCP_00001570	1369	1369	0
PgCP_00001571	4239	4239	0
PgCP_00001572	3849	3849	0
PgCP_00001573	2273	2273	0
PgCP_00001574	5758	5758	0
PgCP_00001575	4763	4763	0
PgCP_00001576	4354	4354	0
PgCP_00001577	4462	4462	0
PgCP_00001578	6189	6189	0
PgCP_00001579	4623	4623	0
PgCP_00001580	5891	5891	0
PgCP_00001581	4058	4058	0
PgCP_00001582	1958	1958	0
PgCP_00001583	8878	8878	0
PgCP_00001584	9541	9541	0
PgCP_00001585	8795	8795	0
PgCP_00001586	937	937	0
PgCP_00001587	1493	1493	0
PgCP_00001588	1891	1891	0
PgCP_00001589	899	899	0
PgCP_00001593	914	914	0
PgCP_00001591	2948	2948	0
PgCP_00001592	2381	2381	0
PgCP_00001590	2419	2419	0
PgCP_00001594	1104	1104	0
PgCP_00001596	1080	1080	0
PgCP_00001602	433	433	0
PgCP_00001595	1551	1551	0
PgCP_00001597	931	931	0
PgCP_00001603	1079	1079	0
PgCP_00001598	2337	2337	0
PgCP_00001599	2353	2353	0
PgCP_00001604	1366	1366	0
PgCP_00001605	1997	1997	0
PgCP_00001606	2004	2004	0
PgCP_00001611	766	766	0
PgCP_00001607	3597	3597	0
PgCP_00001608	3778	3778	0
PgCP_00001609	1682	1682	0
PgCP_00001610	2175	2175	0
PgCP_00001613	3559	3559	0
PgCP_00001614	3564	3564	0
PgCP_00001615	3552	3552	0
PgCP_00001616	3531	3531	0
PgCP_00001617	832	832	0
PgCP_00001618	1753	1753	0
PgCP_00001619	766	766	0
PgCP_00001620	4269	4269	0
PgCP_00001621	4781	4781	0
PgCP_00001622	749	749	0
PgCP_00001623	745	745	0
PgCP_00001625	5444	5444	0
PgCP_00001626	5061	5061	0
PgCP_00001627	4492	4492	0
PgCP_00001628	1158	1158	0
PgCP_00001629	1260	1260	0
PgCP_00001631	866	866	0
PgCP_00001633	991	991	0
PgCP_00001634	1629	1629	0
PgCP_00001635	2742	2742	0
PgCP_00001637	2650	2650	0
PgCP_00001638	3766	3766	0
PgCP_00001640	1246	1246	0
PgCP_00001639	632	632	0
PgCP_00001641	2068	2068	0
PgCP_00001642	4096	4096	0
PgCP_00001643	4096	4096	0
PgCP_00001644	4096	4096	0
PgCP_00001645	1929	1929	0
PgCP_00001646	3957	3957	0
PgCP_00001647	4882	4882	0
PgCP_00001648	5197	5197	0
PgCP_00001649	1891	1891	0
PgCP_00001650	1917	1917	0
PgCP_00001651	1475	1475	0
PgCP_00001652	1551	1551	0
PgCP_00001653	1575	1575	0
PgCP_00001654	1521	1521	0
PgCP_00001655	2409	2409	0
PgCP_00001656	2405	2405	0
PgCP_00001657	1534	1534	0
PgCP_00001658	2224	2224	0
PgCP_00001659	1819	1819	0
PgCP_00001660	1757	1757	0
PgCP_00001663	1219	1219	0
PgCP_00001664	1252	1252	0
PgCP_00001665	1279	1279	0
PgCP_00001666	1279	1279	0
PgCP_00001667	1279	1279	0
PgCP_00001668	1225	1225	0
PgCP_00001669	1225	1225	0
PgCP_00001670	1203	1203	0
PgCP_00001671	1149	1149	0
PgCP_00001661	3486	3486	0
PgCP_00001662	3233	3233	0
PgCP_00001674	7343	7343	0
PgCP_00001672	1558	1558	0
PgCP_00001675	1547	1547	0
PgCP_00001673	544	544	0
PgCP_00001676	1882	1882	0
PgCP_00001677	2072	2072	0
PgCP_00001678	966	966	0
PgCP_00001679	1302	1302	0
PgCP_00001680	1934	1934	0
PgCP_00001681	1344	1344	0
PgCP_00001684	1720	1720	0
PgCP_00001685	1612	1612	0
PgCP_00001686	1952	1952	0
PgCP_00001687	1723	1723	0
PgCP_00001688	972	972	0
PgCP_00001689	295	295	0
PgCP_00001690	2881	2881	0
PgCP_00001691	2957	2957	0
PgCP_00001692	3443	3443	0
PgCP_00001693	1137	1137	0
PgCP_00001695	2927	2927	0
PgCP_00001696	2442	2442	0
PgCP_00001694	8841	8841	0
PgCP_00001697	2413	2413	0
PgCP_00001698	3961	3961	0
PgCP_00001699	2046	2046	0
PgCP_00001700	2764	2764	0
PgCP_00001701	2283	2283	0
PgCP_00001702	1390	1390	0
PgCP_00001703	1699	1699	0
PgCP_00001704	1311	1311	0
PgCP_00001705	1399	1399	0
PgCP_00001706	1404	1404	0
PgCP_00001707	1454	1454	0
PgCP_00001717	885	885	0
PgCP_00001708	610	610	0
PgCP_00001709	605	605	0
PgCP_00001713	2822	2822	0
PgCP_00001714	2845	2845	0
PgCP_00001710	1139	1139	0
PgCP_00001711	888	888	0
PgCP_00001715	1521	1521	0
PgCP_00001712	3558	3558	0
PgCP_00001722	716	716	0
PgCP_00001724	1428	1428	0
PgCP_00001729	2959	2959	0
PgCP_00001730	1878	1878	0
PgCP_00001725	5155	5155	0
PgCP_00001731	2762	2762	0
PgCP_00001732	1467	1467	0
PgCP_00001733	2599	2599	0
PgCP_00001726	1217	1217	0
PgCP_00001727	1446	1446	0
PgCP_00001728	1925	1925	0
PgCP_00001738	1927	1927	0
PgCP_00001739	1928	1928	0
PgCP_00001740	1937	1937	0
PgCP_00001741	2009	2009	0
PgCP_00001742	2058	2058	0
PgCP_00001743	2058	2058	0
PgCP_00001744	2058	2058	0
PgCP_00001745	2470	2469	0
PgCP_00001748	1430	1430	0
PgCP_00001751	3174	3174	0
PgCP_00001752	3174	3174	0
PgCP_00001753	3174	3174	0
PgCP_00001754	2678	2678	0
PgCP_00001755	2676	2676	0
PgCP_00001756	2651	2651	0
PgCP_00001757	2734	2734	0
PgCP_00001758	1767	1767	0
PgCP_00001759	1816	1816	0
PgCP_00001760	1466	1466	0
PgCP_00001761	1405	1405	0
PgCP_00001777	266	266	0
PgCP_00001798	674	674	0
PgCP_00001799	645	645	0
PgCP_00001782	1171	1171	0
PgCP_00001783	1170	1170	0
PgCP_00001784	572	572	0
PgCP_00001785	572	572	0
PgCP_00001786	561	561	0
PgCP_00001802	1128	1128	0
PgCP_00001803	3543	3543	0
PgCP_00001804	3592	3592	0
PgCP_00001805	3467	3467	0
PgCP_00001806	1745	1745	0
PgCP_00001807	2386	2386	0
PgCP_00001808	1754	1754	0
PgCP_00001809	2389	2389	0
PgCP_00001814	2132	2132	0
PgCP_00001811	1151	1151	0
PgCP_00001813	654	654	0
PgCP_00001827	1441	1441	0
PgCP_00001823	2124	2124	0
PgCP_00001824	2538	2538	0
PgCP_00001828	2780	2780	0
PgCP_00001829	3077	3077	0
PgCP_00001830	2809	2809	0
PgCP_00001831	3037	3037	0
PgCP_00001836	2357	2357	0
PgCP_00001837	1624	1624	0
PgCP_00001838	2306	2306	0
PgCP_00001839	1299	1299	0
PgCP_00001832	755	755	0
PgCP_00001833	743	743	0
PgCP_00001834	1187	1187	0
PgCP_00001835	611	611	0
PgCP_00001841	3602	3602	0
PgCP_00001842	1388	1388	0
PgCP_00001843	720	720	0
PgCP_00001854	1107	1107	0
PgCP_00001849	2350	2349	0
PgCP_00001850	1756	1756	0
PgCP_00001851	2628	2628	0
PgCP_00001852	1263	1263	0
PgCP_00001845	1334	1334	0
PgCP_00001855	3055	3055	0
PgCP_00001856	1000	1000	0
PgCP_00001857	2100	2100	0
PgCP_00001858	2058	2058	0
PgCP_00001859	1622	1622	0
PgCP_00001860	2322	2322	0
PgCP_00001861	1614	1614	0
PgCP_00001862	346	346	0
PgCP_00001863	1596	1596	0
PgCP_00001864	2050	2050	0
PgCP_00001866	1178	1178	0
PgCP_00001867	1807	1807	0
PgCP_00001868	1242	1242	0
PgCP_00001869	996	996	0
PgCP_00001870	1350	1350	0
PgCP_00001865	11423	11423	0
PgCP_00001871	4091	4091	0
PgCP_00001872	3218	3218	0
PgCP_00001873	5065	5065	0
PgCP_00001874	3745	3745	0
PgCP_00001875	3801	3801	0
PgCP_00001876	3303	3303	0
PgCP_00001877	3319	3319	0
PgCP_00001878	3818	3818	0
PgCP_00001879	788	788	0
PgCP_00001880	889	889	0
PgCP_00001881	2417	2417	0
PgCP_00001882	3155	3155	0
PgCP_00001883	3017	3017	0
PgCP_00001884	3954	3954	0
PgCP_00001885	2976	2976	0
PgCP_00001887	903	903	0
PgCP_00001888	3163	3163	0
PgCP_00001889	1751	1751	0
PgCP_00001891	1724	1724	0
PgCP_00001892	3124	3124	0
PgCP_00001895	3563	3563	0
PgCP_00001897	912	912	0
PgCP_00001898	1337	1337	0
PgCP_00001899	915	915	0
PgCP_00001900	4124	4124	0
PgCP_00001902	3399	3399	0
PgCP_00001903	1618	1618	0
PgCP_00001911	1105	1105	0
PgCP_00001904	2223	2223	0
PgCP_00001905	1991	1991	0
PgCP_00001906	2460	2460	0
PgCP_00001907	1880	1880	0
PgCP_00001908	1630	1630	0
PgCP_00001909	1882	1882	0
PgCP_00001926	2525	2525	0
PgCP_00001913	1082	1082	0
PgCP_00001914	2019	2019	0
PgCP_00001915	2257	2257	0
PgCP_00001916	1449	1449	0
PgCP_00001917	1437	1437	0
PgCP_00001918	2066	2066	0
PgCP_00001919	2113	2113	0
PgCP_00001920	2290	2290	0
PgCP_00001921	1897	1897	0
PgCP_00001922	2425	2425	0
PgCP_00001923	2114	2114	0
PgCP_00001924	1910	1910	0
PgCP_00001925	2106	2106	0
PgCP_00001927	6552	6517	0
PgCP_00001928	6570	6535	0
PgCP_00001929	5649	5614	0
PgCP_00001950	1374	1374	0
PgCP_00001930	3490	3490	0
PgCP_00001931	3478	3478	0
PgCP_00001932	3606	3606	0
PgCP_00001933	3052	3052	0
PgCP_00001934	3500	3500	0
PgCP_00001935	3126	3126	0
PgCP_00001936	3470	3470	0
PgCP_00001937	3667	3666	0
PgCP_00001938	2114	2113	0
PgCP_00001939	2155	2154	0
PgCP_00001940	3193	3192	0
PgCP_00001941	3034	3033	0
PgCP_00001942	2606	2605	0
PgCP_00001943	1627	1626	0
PgCP_00001944	2665	2664	0
PgCP_00001945	3980	3979	0
PgCP_00001946	3275	3274	0
PgCP_00001947	4065	4064	0
PgCP_00001948	3087	3086	0
PgCP_00001949	1769	1768	0
PgCP_00001953	1278	1278	0
PgCP_00001951	3106	3106	0
PgCP_00001952	2971	2971	0
PgCP_00001956	1196	1196	0
PgCP_00001958	1926	1926	0
PgCP_00001959	1973	1973	0
PgCP_00001960	1880	1880	0
PgCP_00001961	981	981	0
PgCP_00001962	1821	1821	0
PgCP_00001963	1875	1875	0
PgCP_00001964	2795	2795	0
PgCP_00001965	2240	2240	0
PgCP_00001969	1140	1140	0
PgCP_00001971	1974	1974	0
PgCP_00001970	868	868	0
PgCP_00001972	550	550	0
PgCP_00001974	2265	2265	0
PgCP_00001975	2226	2226	0
PgCP_00001976	2237	2237	0
PgCP_00001977	317	317	0
PgCP_00001981	1871	1870	0
PgCP_00001986	1341	1341	0
PgCP_00001987	948	948	0
PgCP_00001988	3162	3162	0
PgCP_00001989	1422	1422	0
PgCP_00001991	2062	2062	0
PgCP_00001992	2077	2077	0
PgCP_00001993	1474	1474	0
PgCP_00001994	1173	1173	0
PgCP_00001995	1176	1176	0
PgCP_00001996	2170	2170	0
PgCP_00001997	1791	1791	0
PgCP_00001998	2351	2351	0
PgCP_00001999	2405	2405	0
PgCP_00002000	2102	2102	0
PgCP_00002001	2088	2088	0
PgCP_00002002	1631	1631	0
PgCP_00002003	2162	2162	0
PgCP_00002004	1783	1783	0
PgCP_00002005	1874	1874	0
PgCP_00002006	1939	1939	0
PgCP_00002007	2329	2329	0
PgCP_00002008	2239	2239	0
PgCP_00002009	1633	1633	0
PgCP_00002010	1494	1494	0
PgCP_00002011	2181	2181	0
PgCP_00002012	2416	2416	0
PgCP_00002013	2055	2055	0
PgCP_00002029	1024	1024	0
PgCP_00002030	4912	4912	0
PgCP_00002050	1328	1328	0
PgCP_00002031	3374	3374	0
PgCP_00002032	3380	3380	0
PgCP_00002036	854	854	0
PgCP_00002037	855	855	0
PgCP_00002047	4106	4106	0
PgCP_00002048	3553	3553	0
PgCP_00002049	4108	4108	0
PgCP_00002038	2057	2057	0
PgCP_00002039	2489	2489	0
PgCP_00002040	3590	3590	0
PgCP_00002041	3248	3248	0
PgCP_00002042	2847	2847	0
PgCP_00002043	1950	1950	0
PgCP_00002044	3620	3620	0
PgCP_00002045	1966	1966	0
PgCP_00002053	2191	2191	0
PgCP_00002057	1394	1394	0
PgCP_00002058	1433	1433	0
PgCP_00002059	1422	1422	0
PgCP_00002063	633	633	0
PgCP_00002060	1205	1205	0
PgCP_00002061	4021	4021	0
PgCP_00002054	2823	2823	0
PgCP_00002055	2138	2138	0
PgCP_00002056	2787	2787	0
PgCP_00002062	1300	1300	0
PgCP_00002064	989	989	0
PgCP_00002067	1267	1267	0
PgCP_00002065	1775	1775	0
PgCP_00002066	1598	1598	0
PgCP_00002068	764	764	0
PgCP_00002069	1043	1043	0
PgCP_00002077	3041	3041	0
PgCP_00002070	555	555	0
PgCP_00002071	1377	1377	0
PgCP_00002072	1069	1069	0
PgCP_00002075	2261	2261	0
PgCP_00002073	678	678	0
PgCP_00002076	794	794	0
PgCP_00002078	5104	5104	0
PgCP_00002079	2443	2443	0
PgCP_00002083	3175	3175	0
PgCP_00002080	1540	1540	0
PgCP_00002081	1268	1268	0
PgCP_00002082	2687	2687	0
PgCP_00002085	1609	1609	0
PgCP_00002086	1490	1490	0
PgCP_00002087	3009	3009	0
PgCP_00002088	1276	1276	0
PgCP_00002118	1244	1244	0
PgCP_00002089	4460	4460	0
PgCP_00002119	514	514	0
PgCP_00002117	997	997	0
PgCP_00002092	2963	2963	0
PgCP_00002093	2581	2581	0
PgCP_00002094	3069	3069	0
PgCP_00002095	2335	2335	0
PgCP_00002096	2261	2261	0
PgCP_00002097	2263	2263	0
PgCP_00002098	2181	2181	0
PgCP_00002099	1692	1692	0
PgCP_00002100	2162	2162	0
PgCP_00002101	1837	1837	0
PgCP_00002102	3385	3385	0
PgCP_00002103	2274	2274	0
PgCP_00002104	1674	1674	0
PgCP_00002105	2418	2418	0
PgCP_00002106	2407	2407	0
PgCP_00002107	2162	2162	0
PgCP_00002108	3024	3024	0
PgCP_00002109	3007	3007	0
PgCP_00002110	3164	3164	0
PgCP_00002111	2834	2834	0
PgCP_00002112	2219	2219	0
PgCP_00002113	3009	3009	0
PgCP_00002114	2880	2880	0
PgCP_00002115	2536	2536	0
PgCP_00002116	2699	2699	0
PgCP_00002120	3976	3976	0
PgCP_00002121	1238	1238	0
PgCP_00002123	2499	2499	0
PgCP_00002124	578	578	0
PgCP_00002133	1111	1111	0
